Fecha;Canal;Hora;Programa;Espectadores;Share(%);
2019-04-05;TELECINCO;21:11;INFORMATIVOS T5 21:00;2.397.000;16.9%;
2019-04-05;TELECINCO;22:03;MI CASA ES LA TUYA / PABLO CASADO,ALBERT RIVERA Y SANTIAGO ABASCAL;2.275.000;15.1%;
2019-04-05;TELECINCO;00:29;SANZ:LO QUE FUI ES LO QUE SOY;562.000;9.4%;
2019-04-03;CUATRO;07:00;SURFEROS TV;4.000;0.4%;
2019-04-03;CUATRO;07:25;GYM TONY XS;33.000;2.4%;
2019-04-03;CUATRO;07:56;GYM TONY XS;49.000;2.4%;
2019-04-03;CUATRO;08:29;SAFARI,A LA CAZA DE LA TELE;47.000;2.3%;
2019-04-03;CUATRO;09:27;ALERTA COBRA / POR LA VIDA DE UN AMIGO;131.000;5.4%;
2019-04-03;CUATRO;10:26;ALERTA COBRA / EL AUDITOR;175.000;6.5%;
2019-04-03;CUATRO;11:24;ALERTA COBRA / LA COMPETICION;163.000;5.1%;
2019-04-03;CUATRO;12:24;MUJERES Y HOMBRES Y VICEVERSA;170.000;3.9%;
2019-04-03;CUATRO;13:25;EL CONCURSO DEL AÑO;451.000;6.1%;
2019-04-03;CUATRO;14:22;CUATRO AL DIA A LAS 14H;376.000;3.6%;
2019-04-03;CUATRO;14:49;NOTICIAS CUATRO DEPORTES;578.000;4.9%;
2019-04-03;CUATRO;15:28;DEPORTES CUATRO;401.000;3.3%;
2019-04-03;CUATRO;15:44;TODO ES MENTIRA;458.000;4%;
2019-04-03;CUATRO;16:59;TODO ES MENTIRA BIS;373.000;3.6%;
2019-04-03;CUATRO;17:27;CUATRO AL DIA;256.000;2.6%;
2019-04-03;CUATRO;20:27;VEN A CENAR CONMIGO;516.000;3.7%;
2019-04-03;CUATRO;21:32;FIRST DATES;1.095.000;6.2%;
2019-04-03;CUATRO;22:45;CUATRO Y ACCION / SAFE;1.121.000;7.5%;
2019-04-03;CUATRO;00:36;HAWAI 5.0 / LA ULTIMA OLA;237.000;3.2%;
2019-04-03;CUATRO;01:25;HAWAI 5.0 / EL ARTISTA;185.000;4.4%;
2019-04-03;CUATRO;02:11;HAWAI 5.0 / LEGADO;135.000;5%;
2019-04-04;CUATRO;06:59;SURFEROS TV;8.000;0.8%;
2019-04-04;CUATRO;07:28;GYM TONY XS;22.000;1.7%;
2019-04-04;CUATRO;07:44;GYM TONY XS;35.000;1.9%;
2019-04-04;CUATRO;08:31;SAFARI,A LA CAZA DE LA TELE;39.000;1.9%;
2019-04-04;CUATRO;09:31;ALERTA COBRA / EL ULTIMO DIA;145.000;6.2%;
2019-04-04;CUATRO;10:23;ALERTA COBRA / TURBO Y TACHO;178.000;6.8%;
2019-04-04;CUATRO;11:22;ALERTA COBRA / LOS MUERTOS NO VUELVEN;158.000;5.3%;
2019-04-04;CUATRO;12:22;MUJERES Y HOMBRES Y VICEVERSA;144.000;3.7%;
2019-04-04;CUATRO;13:23;EL CONCURSO DEL AÑO;419.000;6.3%;
2019-04-04;CUATRO;14:22;CUATRO AL DIA A LAS 14H;433.000;4.4%;
2019-04-04;CUATRO;14:51;NOTICIAS CUATRO DEPORTES;509.000;4.4%;
2019-04-04;CUATRO;15:29;DEPORTES CUATRO;397.000;3.3%;
2019-04-04;CUATRO;15:45;TODO ES MENTIRA;487.000;4.3%;
2019-04-04;CUATRO;16:59;TODO ES MENTIRA BIS;406.000;3.9%;
2019-04-04;CUATRO;17:27;CUATRO AL DIA;266.000;2.8%;
2019-04-04;CUATRO;20:00;CUATRO AL DIA A LAS 20H;260.000;2.3%;
2019-04-04;CUATRO;20:30;VEN A CENAR CONMIGO;514.000;3.7%;
2019-04-04;CUATRO;21:34;FIRST DATES;1.072.000;5.9%;
2019-04-04;CUATRO;22:55;PASAPORTE PAMPLIEGA / LOS CABOS DEL MIEDO;511.000;3.3%;
2019-04-04;CUATRO;00:13;PASAPORTE PAMPLIEGA / KU KLUX KLAN,LA SEMILLA DEL ODIO;283.000;3.8%;
2019-04-04;CUATRO;01:40;CABO VADILLO / EL SALVADOR;138.000;4.2%;
2019-04-05;CUATRO;07:00;SURFEROS TV;10.000;0.9%;
2019-04-05;CUATRO;07:36;GYM TONY XS;43.000;2.2%;
2019-04-05;CUATRO;08:36;SAFARI,A LA CAZA DE LA TELE;40.000;1.9%;
2019-04-05;CUATRO;09:30;ALERTA COBRA / LA FORMULA DEL FUTURO;136.000;5.4%;
2019-04-05;CUATRO;10:20;ALERTA COBRA / EL LADO OSCURO;226.000;8%;
2019-04-05;CUATRO;11:24;ALERTA COBRA / EL LADO OSCURO(2 PARTE);242.000;7.2%;
2019-04-05;CUATRO;12:25;MUJERES Y HOMBRES Y VICEVERSA;205.000;4.5%;
2019-04-05;CUATRO;13:24;EL CONCURSO DEL AÑO;436.000;6.1%;
2019-04-05;CUATRO;14:21;CUATRO AL DIA A LAS 14H;370.000;3.7%;
2019-04-05;CUATRO;14:49;NOTICIAS CUATRO DEPORTES;453.000;3.9%;
2019-04-05;CUATRO;15:23;DEPORTES CUATRO;434.000;3.4%;
2019-04-05;CUATRO;15:45;TODO ES MENTIRA;426.000;3.5%;
2019-04-05;CUATRO;16:59;TODO ES MENTIRA BIS;400.000;3.5%;
2019-04-05;CUATRO;17:26;CUATRO AL DIA;262.000;2.5%;
2019-04-05;CUATRO;20:00;CUATRO AL DIA A LAS 20H;213.000;1.9%;
2019-04-05;CUATRO;20:31;VEN A CENAR CONMIGO;492.000;3.8%;
2019-04-05;CUATRO;21:38;FIRST DATES;1.049.000;6.6%;
2019-04-05;CUATRO;22:22;LOS GIPSY KINGS;1.063.000;6.8%;
2019-04-05;CUATRO;00:09;LOS GIPSY KINGS;453.000;5.9%;
2019-04-05;CUATRO;01:52;PALABRA DE GITANO / TRADICION;303.000;8.6%;
2019-04-03;CUATRO;07:00;SURFEROS TV;4.000;0.4%;
2019-04-03;CUATRO;07:25;GYM TONY XS;33.000;2.4%;
2019-04-03;CUATRO;07:56;GYM TONY XS;49.000;2.4%;
2019-04-03;CUATRO;08:29;SAFARI,A LA CAZA DE LA TELE;47.000;2.3%;
2019-04-03;CUATRO;09:27;ALERTA COBRA / POR LA VIDA DE UN AMIGO;131.000;5.4%;
2019-04-03;CUATRO;10:26;ALERTA COBRA / EL AUDITOR;175.000;6.5%;
2019-04-03;CUATRO;11:24;ALERTA COBRA / LA COMPETICION;163.000;5.1%;
2019-04-03;CUATRO;12:24;MUJERES Y HOMBRES Y VICEVERSA;170.000;3.9%;
2019-04-03;CUATRO;13:25;EL CONCURSO DEL AÑO;451.000;6.1%;
2019-04-03;CUATRO;14:22;CUATRO AL DIA A LAS 14H;376.000;3.6%;
2019-04-03;CUATRO;14:49;NOTICIAS CUATRO DEPORTES;578.000;4.9%;
2019-04-03;CUATRO;15:28;DEPORTES CUATRO;401.000;3.3%;
2019-04-03;CUATRO;15:44;TODO ES MENTIRA;458.000;4%;
2019-04-03;CUATRO;16:59;TODO ES MENTIRA BIS;373.000;3.6%;
2019-04-03;CUATRO;17:27;CUATRO AL DIA;256.000;2.6%;
2019-04-03;CUATRO;20:27;VEN A CENAR CONMIGO;516.000;3.7%;
2019-04-03;CUATRO;21:32;FIRST DATES;1.095.000;6.2%;
2019-04-03;CUATRO;22:45;CUATRO Y ACCION / SAFE;1.121.000;7.5%;
2019-04-03;CUATRO;00:36;HAWAI 5.0 / LA ULTIMA OLA;237.000;3.2%;
2019-04-03;CUATRO;01:25;HAWAI 5.0 / EL ARTISTA;185.000;4.4%;
2019-04-03;CUATRO;02:11;HAWAI 5.0 / LEGADO;135.000;5%;
2019-04-04;CUATRO;06:59;SURFEROS TV;8.000;0.8%;
2019-04-04;CUATRO;07:28;GYM TONY XS;22.000;1.7%;
2019-04-04;CUATRO;07:44;GYM TONY XS;35.000;1.9%;
2019-04-04;CUATRO;08:31;SAFARI,A LA CAZA DE LA TELE;39.000;1.9%;
2019-04-04;CUATRO;09:31;ALERTA COBRA / EL ULTIMO DIA;145.000;6.2%;
2019-04-04;CUATRO;10:23;ALERTA COBRA / TURBO Y TACHO;178.000;6.8%;
2019-04-04;CUATRO;11:22;ALERTA COBRA / LOS MUERTOS NO VUELVEN;158.000;5.3%;
2019-04-04;CUATRO;12:22;MUJERES Y HOMBRES Y VICEVERSA;144.000;3.7%;
2019-04-04;CUATRO;13:23;EL CONCURSO DEL AÑO;419.000;6.3%;
2019-04-04;CUATRO;14:22;CUATRO AL DIA A LAS 14H;433.000;4.4%;
2019-04-04;CUATRO;14:51;NOTICIAS CUATRO DEPORTES;509.000;4.4%;
2019-04-04;CUATRO;15:29;DEPORTES CUATRO;397.000;3.3%;
2019-04-04;CUATRO;15:45;TODO ES MENTIRA;487.000;4.3%;
2019-04-04;CUATRO;16:59;TODO ES MENTIRA BIS;406.000;3.9%;
2019-04-04;CUATRO;17:27;CUATRO AL DIA;266.000;2.8%;
2019-04-04;CUATRO;20:00;CUATRO AL DIA A LAS 20H;260.000;2.3%;
2019-04-04;CUATRO;20:30;VEN A CENAR CONMIGO;514.000;3.7%;
2019-04-04;CUATRO;21:34;FIRST DATES;1.072.000;5.9%;
2019-04-04;CUATRO;22:55;PASAPORTE PAMPLIEGA / LOS CABOS DEL MIEDO;511.000;3.3%;
2019-04-04;CUATRO;00:13;PASAPORTE PAMPLIEGA / KU KLUX KLAN,LA SEMILLA DEL ODIO;283.000;3.8%;
2019-04-04;CUATRO;01:40;CABO VADILLO / EL SALVADOR;138.000;4.2%;
2019-04-05;CUATRO;07:00;SURFEROS TV;10.000;0.9%;
2019-04-05;CUATRO;07:36;GYM TONY XS;43.000;2.2%;
2019-04-05;CUATRO;08:36;SAFARI,A LA CAZA DE LA TELE;40.000;1.9%;
2019-04-05;CUATRO;09:30;ALERTA COBRA / LA FORMULA DEL FUTURO;136.000;5.4%;
2019-04-05;CUATRO;10:20;ALERTA COBRA / EL LADO OSCURO;226.000;8%;
2019-04-05;CUATRO;11:24;ALERTA COBRA / EL LADO OSCURO(2 PARTE);242.000;7.2%;
2019-04-05;CUATRO;12:25;MUJERES Y HOMBRES Y VICEVERSA;205.000;4.5%;
2019-04-05;CUATRO;13:24;EL CONCURSO DEL AÑO;436.000;6.1%;
2019-04-05;CUATRO;14:21;CUATRO AL DIA A LAS 14H;370.000;3.7%;
2019-04-05;CUATRO;14:49;NOTICIAS CUATRO DEPORTES;453.000;3.9%;
2019-04-05;CUATRO;15:23;DEPORTES CUATRO;434.000;3.4%;
2019-04-05;CUATRO;15:45;TODO ES MENTIRA;426.000;3.5%;
2019-04-05;CUATRO;16:59;TODO ES MENTIRA BIS;400.000;3.5%;
2019-04-05;CUATRO;17:26;CUATRO AL DIA;262.000;2.5%;
2019-04-05;CUATRO;20:00;CUATRO AL DIA A LAS 20H;213.000;1.9%;
2019-04-05;CUATRO;20:31;VEN A CENAR CONMIGO;492.000;3.8%;
2019-04-05;CUATRO;21:38;FIRST DATES;1.049.000;6.6%;
2019-04-05;CUATRO;22:22;LOS GIPSY KINGS;1.063.000;6.8%;
2019-04-05;CUATRO;00:09;LOS GIPSY KINGS;453.000;5.9%;
2019-04-05;CUATRO;01:52;PALABRA DE GITANO / TRADICION;303.000;8.6%;
2019-04-03;LA-SEXTA;06:42;UNICOS;6.000;0.7%;
2019-04-03;LA-SEXTA;07:30;ARUSITYS:PREVIO;112.000;6.1%;
2019-04-03;LA-SEXTA;09:00;ARUSITYS;239.000;10%;
2019-04-03;LA-SEXTA;10:59;AL ROJO VIVO:PREVIO;321.000;10.2%;
2019-04-03;LA-SEXTA;12:35;AL ROJO VIVO;976.000;16.6%;
2019-04-03;LA-SEXTA;14:18;LA SEXTA NOTICIAS 14H;1.720.000;16.6%;
2019-04-03;LA-SEXTA;14:59;LA SEXTA NOTICIAS:JUGONES;774.000;6.5%;
2019-04-03;LA-SEXTA;15:45;ZAPEANDO;697.000;6.2%;
2019-04-03;LA-SEXTA;17:23;MAS VALE TARDE:AVANCE;473.000;4.7%;
2019-04-03;LA-SEXTA;17:45;MAS VALE TARDE;721.000;7.5%;
2019-04-03;LA-SEXTA;20:01;LA SEXTA NOTICIAS 20H;971.000;8.2%;
2019-04-03;LA-SEXTA;21:37;EL INTERMEDIO;1.504.000;8.4%;
2019-04-03;LA-SEXTA;22:45;CINE / A TODO GAS:TOKYO RACE;535.000;3.8%;
2019-04-03;LA-SEXTA;00:40;CINE 2 / LA DEFENSA;162.000;2.9%;
2019-04-04;LA-SEXTA;06:40;UNICOS;9.000;1.1%;
2019-04-04;LA-SEXTA;07:30;ARUSITYS:PREVIO;145.000;7.8%;
2019-04-04;LA-SEXTA;09:00;ARUSITYS;268.000;11.5%;
2019-04-04;LA-SEXTA;11:00;AL ROJO VIVO:PREVIO;420.000;14%;
2019-04-04;LA-SEXTA;12:35;AL ROJO VIVO;924.000;17%;
2019-04-04;LA-SEXTA;14:20;LA SEXTA NOTICIAS 14H;1.404.000;14.6%;
2019-04-04;LA-SEXTA;14:59;LA SEXTA NOTICIAS:JUGONES;687.000;5.9%;
2019-04-04;LA-SEXTA;15:47;ZAPEANDO;653.000;5.9%;
2019-04-04;LA-SEXTA;17:23;MAS VALE TARDE:AVANCE;486.000;4.8%;
2019-04-04;LA-SEXTA;17:48;MAS VALE TARDE;714.000;7.6%;
2019-04-04;LA-SEXTA;20:01;LA SEXTA NOTICIAS 20H;1.078.000;9.1%;
2019-04-04;LA-SEXTA;21:26;EL INTERMEDIO / 2000;1.879.000;10.5%;
2019-04-04;LA-SEXTA;23:33;CINE / ALGUN DIA ENCONTRARE EL AMOR;379.000;3.6%;
2019-04-04;LA-SEXTA;01:14;LAS PRIMERAS 48 HORAS / RABIA CONTENIDA;133.000;3.4%;
2019-04-05;LA-SEXTA;06:57;UNICOS;7.000;0.7%;
2019-04-05;LA-SEXTA;07:30;ARUSITYS:PREVIO;136.000;6.7%;
2019-04-05;LA-SEXTA;09:02;ARUSITYS;280.000;11.1%;
2019-04-05;LA-SEXTA;11:00;AL ROJO VIVO:PREVIO;379.000;11.3%;
2019-04-05;LA-SEXTA;12:35;AL ROJO VIVO;941.000;15.8%;
2019-04-05;LA-SEXTA;14:19;LA SEXTA NOTICIAS 14H;1.422.000;14.3%;
2019-04-05;LA-SEXTA;14:59;LA SEXTA NOTICIAS:JUGONES;891.000;7.5%;
2019-04-05;LA-SEXTA;15:43;ZAPEANDO;744.000;6.2%;
2019-04-05;LA-SEXTA;17:23;MAS VALE TARDE:AVANCE;458.000;4.1%;
2019-04-05;LA-SEXTA;17:47;MAS VALE TARDE;869.000;8.2%;
2019-04-05;LA-SEXTA;20:02;LA SEXTA NOTICIAS 20H;1.048.000;9.1%;
2019-04-05;LA-SEXTA;21:27;LASEXTA COLUMNA:PREVIO / BREXIT:SHOULD I STAY OR SHOULD I GO;721.000;4.9%;
2019-04-05;LA-SEXTA;21:47;LASEXTA COLUMNA / BREXIT:SHOULD I STAY OR SHOULD I GO;1.229.000;7.6%;
2019-04-05;LA-SEXTA;22:30;EQUIPO DE INVESTIGACION / LA COSTA DEL CRIMEN;1.028.000;6.3%;
2019-04-05;LA-SEXTA;23:38;EQUIPO DE INVESTIGACION / EL CLAN DE LOS IRLANDESES;642.000;5.8%;
2019-04-05;LA-SEXTA;01:02;EQUIPO DE INVESTIGACION / GUERRA DE TRONOS;395.000;7.5%;
2019-04-05;LA-SEXTA;02:07;EQUIPO DE INVESTIGACION / EL CARTEL DEL ESTRECHO;313.000;9.7%;
2019-04-03;LA-SEXTA;06:42;UNICOS;6.000;0.7%;
2019-04-03;LA-SEXTA;07:30;ARUSITYS:PREVIO;112.000;6.1%;
2019-04-03;LA-SEXTA;09:00;ARUSITYS;239.000;10%;
2019-04-03;LA-SEXTA;10:59;AL ROJO VIVO:PREVIO;321.000;10.2%;
2019-04-03;LA-SEXTA;12:35;AL ROJO VIVO;976.000;16.6%;
2019-04-03;LA-SEXTA;14:18;LA SEXTA NOTICIAS 14H;1.720.000;16.6%;
2019-04-03;LA-SEXTA;14:59;LA SEXTA NOTICIAS:JUGONES;774.000;6.5%;
2019-04-03;LA-SEXTA;15:45;ZAPEANDO;697.000;6.2%;
2019-04-03;LA-SEXTA;17:23;MAS VALE TARDE:AVANCE;473.000;4.7%;
2019-04-03;LA-SEXTA;17:45;MAS VALE TARDE;721.000;7.5%;
2019-04-03;LA-SEXTA;20:01;LA SEXTA NOTICIAS 20H;971.000;8.2%;
2019-04-03;LA-SEXTA;21:37;EL INTERMEDIO;1.504.000;8.4%;
2019-04-03;LA-SEXTA;22:45;CINE / A TODO GAS:TOKYO RACE;535.000;3.8%;
2019-04-03;LA-SEXTA;00:40;CINE 2 / LA DEFENSA;162.000;2.9%;
2019-04-04;LA-SEXTA;06:40;UNICOS;9.000;1.1%;
2019-04-04;LA-SEXTA;07:30;ARUSITYS:PREVIO;145.000;7.8%;
2019-04-04;LA-SEXTA;09:00;ARUSITYS;268.000;11.5%;
2019-04-04;LA-SEXTA;11:00;AL ROJO VIVO:PREVIO;420.000;14%;
2019-04-04;LA-SEXTA;12:35;AL ROJO VIVO;924.000;17%;
2019-04-04;LA-SEXTA;14:20;LA SEXTA NOTICIAS 14H;1.404.000;14.6%;
2019-04-04;LA-SEXTA;14:59;LA SEXTA NOTICIAS:JUGONES;687.000;5.9%;
2019-04-04;LA-SEXTA;15:47;ZAPEANDO;653.000;5.9%;
2019-04-04;LA-SEXTA;17:23;MAS VALE TARDE:AVANCE;486.000;4.8%;
2019-04-04;LA-SEXTA;17:48;MAS VALE TARDE;714.000;7.6%;
2019-04-04;LA-SEXTA;20:01;LA SEXTA NOTICIAS 20H;1.078.000;9.1%;
2019-04-04;LA-SEXTA;21:26;EL INTERMEDIO / 2000;1.879.000;10.5%;
2019-04-04;LA-SEXTA;23:33;CINE / ALGUN DIA ENCONTRARE EL AMOR;379.000;3.6%;
2019-04-04;LA-SEXTA;01:14;LAS PRIMERAS 48 HORAS / RABIA CONTENIDA;133.000;3.4%;
2019-04-05;LA-SEXTA;06:57;UNICOS;7.000;0.7%;
2019-04-05;LA-SEXTA;07:30;ARUSITYS:PREVIO;136.000;6.7%;
2019-04-05;LA-SEXTA;09:02;ARUSITYS;280.000;11.1%;
2019-04-05;LA-SEXTA;11:00;AL ROJO VIVO:PREVIO;379.000;11.3%;
2019-04-05;LA-SEXTA;12:35;AL ROJO VIVO;941.000;15.8%;
2019-04-05;LA-SEXTA;14:19;LA SEXTA NOTICIAS 14H;1.422.000;14.3%;
2019-04-05;LA-SEXTA;14:59;LA SEXTA NOTICIAS:JUGONES;891.000;7.5%;
2019-04-05;LA-SEXTA;15:43;ZAPEANDO;744.000;6.2%;
2019-04-05;LA-SEXTA;17:23;MAS VALE TARDE:AVANCE;458.000;4.1%;
2019-04-05;LA-SEXTA;17:47;MAS VALE TARDE;869.000;8.2%;
2019-04-05;LA-SEXTA;20:02;LA SEXTA NOTICIAS 20H;1.048.000;9.1%;
2019-04-05;LA-SEXTA;21:27;LASEXTA COLUMNA:PREVIO / BREXIT:SHOULD I STAY OR SHOULD I GO;721.000;4.9%;
2019-04-05;LA-SEXTA;21:47;LASEXTA COLUMNA / BREXIT:SHOULD I STAY OR SHOULD I GO;1.229.000;7.6%;
2019-04-05;LA-SEXTA;22:30;EQUIPO DE INVESTIGACION / LA COSTA DEL CRIMEN;1.028.000;6.3%;
2019-04-05;LA-SEXTA;23:38;EQUIPO DE INVESTIGACION / EL CLAN DE LOS IRLANDESES;642.000;5.8%;
2019-04-05;LA-SEXTA;01:02;EQUIPO DE INVESTIGACION / GUERRA DE TRONOS;395.000;7.5%;
2019-04-05;LA-SEXTA;02:07;EQUIPO DE INVESTIGACION / EL CARTEL DEL ESTRECHO;313.000;9.7%;
2019-04-03;Atreseries;16:38;LAS REGLAS DEL JUEGO / EL GOLPE DEL GRAN PAJARO;92.000;0.9%;
2019-04-03;Atreseries;17:23;LAS REGLAS DEL JUEGO / EL GOLPE DE LA REDUCCION;147.000;1.5%;
2019-04-03;Atreseries;18:28;LAS REGLAS DEL JUEGO / EL GOLPE DEL BARATO BARATO;171.000;1.8%;
2019-04-03;Atreseries;19:15;LAS REGLAS DEL JUEGO / EL GOLPE DEL CONEJO BLANCO;163.000;1.6%;
2019-04-03;Atreseries;20:09;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / ABOMINACION;116.000;0.9%;
2019-04-03;Atreseries;20:53;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / CONTROL;200.000;1.3%;
2019-04-03;Atreseries;21:34;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / ZARANDEO;276.000;1.6%;
2019-04-03;Atreseries;22:29;PROFILAGE / DANS LA LUMIERE;240.000;1.4%;
2019-04-03;Atreseries;23:38;PROFILAGE / SORTIR DE L'OMBRE;166.000;1.4%;
2019-04-03;Atreseries;00:39;PROFILAGE / UN POUR TOUS;103.000;1.5%;
2019-04-04;Atreseries;14:58;HOUSE / TODO UN EJEMPLO;113.000;1%;
2019-04-04;Atreseries;15:47;HOUSE / PRIORIDADES;143.000;1.2%;
2019-04-04;Atreseries;18:30;LAS REGLAS DEL JUEGO / EL GOLPE DEL JUGUETE;100.000;1.1%;
2019-04-04;Atreseries;19:18;LAS REGLAS DEL JUEGO / EL GOLPE DEL LARGO ADIOS;148.000;1.4%;
2019-04-04;Atreseries;20:13;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / ALTERNAR;125.000;1%;
2019-04-04;Atreseries;20:57;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / AVATAR;247.000;1.6%;
2019-04-04;Atreseries;21:35;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / IMPULSIVO;270.000;1.5%;
2019-04-04;Atreseries;22:29;NAVY:INVESTIGACION CRIMINAL / EL TRIANGULO DEL DIABLO;184.000;1%;
2019-04-04;Atreseries;23:14;NAVY:INVESTIGACION CRIMINAL / COMPROMETIDA;155.000;1.1%;
2019-04-04;Atreseries;00:14;NAVY:INVESTIGACION CRIMINAL / COMPROMETIDA(2 PARTE);108.000;1.2%;
2019-04-05;Atreseries;14:59;HOUSE / EL AMOR HACE DAÑO;122.000;1%;
2019-04-05;Atreseries;15:48;HOUSE / TRES HISTORIAS;136.000;1.1%;
2019-04-05;Atreseries;16:50;LAS REGLAS DEL JUEGO / EL GOLPE DEL PRIMER CONTACTO;106.000;0.9%;
2019-04-05;Atreseries;17:29;LAS REGLAS DEL JUEGO / EL GOLPE DE LA ORDEN;126.000;1.2%;
2019-04-05;Atreseries;18:31;LAS REGLAS DEL JUEGO / EL GOLPE DE LOS HADOS MADRINOS;155.000;1.5%;
2019-04-05;Atreseries;19:19;LAS REGLAS DEL JUEGO / EL GOLPE DE LOS TRES DIAS DEL CAZADOR;137.000;1.3%;
2019-04-05;Atreseries;20:14;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / SABIO;120.000;1%;
2019-04-05;Atreseries;20:59;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / DAÑO;228.000;1.7%;
2019-04-05;Atreseries;21:37;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES;249.000;1.6%;
2019-04-05;Atreseries;22:30;CRIMEN EN EL PARAISO;194.000;1.9%;
2019-04-03;Atreseries;16:38;LAS REGLAS DEL JUEGO / EL GOLPE DEL GRAN PAJARO;92.000;0.9%;
2019-04-03;Atreseries;17:23;LAS REGLAS DEL JUEGO / EL GOLPE DE LA REDUCCION;147.000;1.5%;
2019-04-03;Atreseries;18:28;LAS REGLAS DEL JUEGO / EL GOLPE DEL BARATO BARATO;171.000;1.8%;
2019-04-03;Atreseries;19:15;LAS REGLAS DEL JUEGO / EL GOLPE DEL CONEJO BLANCO;163.000;1.6%;
2019-04-03;Atreseries;20:09;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / ABOMINACION;116.000;0.9%;
2019-04-03;Atreseries;20:53;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / CONTROL;200.000;1.3%;
2019-04-03;Atreseries;21:34;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / ZARANDEO;276.000;1.6%;
2019-04-03;Atreseries;22:29;PROFILAGE / DANS LA LUMIERE;240.000;1.4%;
2019-04-03;Atreseries;23:38;PROFILAGE / SORTIR DE L'OMBRE;166.000;1.4%;
2019-04-03;Atreseries;00:39;PROFILAGE / UN POUR TOUS;103.000;1.5%;
2019-04-04;Atreseries;14:58;HOUSE / TODO UN EJEMPLO;113.000;1%;
2019-04-04;Atreseries;15:47;HOUSE / PRIORIDADES;143.000;1.2%;
2019-04-04;Atreseries;18:30;LAS REGLAS DEL JUEGO / EL GOLPE DEL JUGUETE;100.000;1.1%;
2019-04-04;Atreseries;19:18;LAS REGLAS DEL JUEGO / EL GOLPE DEL LARGO ADIOS;148.000;1.4%;
2019-04-04;Atreseries;20:13;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / ALTERNAR;125.000;1%;
2019-04-04;Atreseries;20:57;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / AVATAR;247.000;1.6%;
2019-04-04;Atreseries;21:35;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / IMPULSIVO;270.000;1.5%;
2019-04-04;Atreseries;22:29;NAVY:INVESTIGACION CRIMINAL / EL TRIANGULO DEL DIABLO;184.000;1%;
2019-04-04;Atreseries;23:14;NAVY:INVESTIGACION CRIMINAL / COMPROMETIDA;155.000;1.1%;
2019-04-04;Atreseries;00:14;NAVY:INVESTIGACION CRIMINAL / COMPROMETIDA(2 PARTE);108.000;1.2%;
2019-04-05;Atreseries;14:59;HOUSE / EL AMOR HACE DAÑO;122.000;1%;
2019-04-05;Atreseries;15:48;HOUSE / TRES HISTORIAS;136.000;1.1%;
2019-04-05;Atreseries;16:50;LAS REGLAS DEL JUEGO / EL GOLPE DEL PRIMER CONTACTO;106.000;0.9%;
2019-04-05;Atreseries;17:29;LAS REGLAS DEL JUEGO / EL GOLPE DE LA ORDEN;126.000;1.2%;
2019-04-05;Atreseries;18:31;LAS REGLAS DEL JUEGO / EL GOLPE DE LOS HADOS MADRINOS;155.000;1.5%;
2019-04-05;Atreseries;19:19;LAS REGLAS DEL JUEGO / EL GOLPE DE LOS TRES DIAS DEL CAZADOR;137.000;1.3%;
2019-04-05;Atreseries;20:14;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / SABIO;120.000;1%;
2019-04-05;Atreseries;20:59;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES / DAÑO;228.000;1.7%;
2019-04-05;Atreseries;21:37;LEY Y ORDEN:UNIDAD DE VICTIMAS ESPECIALES;249.000;1.6%;
2019-04-05;Atreseries;22:30;CRIMEN EN EL PARAISO;194.000;1.9%;
2019-04-03;Be-Mad;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Be-Mad;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Be-Mad;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;Be-Mad;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;Be-Mad;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;Be-Mad;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;BOING;03:56;NINJAGO;5.000;0.6%;
2019-04-03;BOING;07:38;DORAEMON GATO COSMICO;73.000;4.9%;
2019-04-03;BOING;08:01;DORAEMON GATO COSMICO;152.000;7.6%;
2019-04-03;BOING;14:46;DORAEMON GATO COSMICO;137.000;1.2%;
2019-04-03;BOING;15:35;LOS THUNDERMAN;133.000;1.1%;
