Fecha;Canal;Hora;Programa;Espectadores;Share(%);
2019-04-03;BOING;18:35;LA CASA DE LOS RETOS;71.000;0.8%;
2019-04-03;BOING;20:23;DORAEMON GATO COSMICO;161.000;1.3%;
2019-04-03;BOING;21:19;LOS THUNDERMAN;193.000;1.2%;
2019-04-03;BOING;01:23;NINJAGO;16.000;0.3%;
2019-04-03;BOING;01:46;NINJAGO;16.000;0.4%;
2019-04-04;BOING;03:35;NINJAGO;8.000;0.9%;
2019-04-04;BOING;03:57;NINJAGO;8.000;1%;
2019-04-04;BOING;07:43;DORAEMON GATO COSMICO;43.000;2.8%;
2019-04-04;BOING;08:13;DORAEMON GATO COSMICO;152.000;6.8%;
2019-04-04;BOING;15:11;DORAEMON GATO COSMICO;81.000;0.7%;
2019-04-04;BOING;15:36;LOS THUNDERMAN;92.000;0.8%;
2019-04-04;BOING;19:55;DORAEMON GATO COSMICO;112.000;1%;
2019-04-04;BOING;21:18;LOS THUNDERMAN;191.000;1.2%;
2019-04-04;BOING;01:17;NINJAGO;18.000;0.3%;
2019-04-04;BOING;01:40;NINJAGO;16.000;0.4%;
2019-04-05;BOING;08:13;DORAEMON GATO COSMICO;148.000;6.2%;
2019-04-05;BOING;15:15;DORAEMON GATO COSMICO;181.000;1.5%;
2019-04-05;BOING;15:39;LOS THUNDERMAN;154.000;1.2%;
2019-04-05;BOING;17:01;SOMOS OSOS;125.000;1.1%;
2019-04-05;BOING;18:59;LOS THUNDERMAN;84.000;0.8%;
2019-04-05;BOING;19:27;LOS THUNDERMAN;101.000;1%;
2019-04-05;BOING;19:54;DORAEMON GATO COSMICO;126.000;1.1%;
2019-04-05;BOING;20:21;DORAEMON GATO COSMICO;124.000;1%;
2019-04-05;BOING;20:49;LA CASA DE LOS RETOS;113.000;0.9%;
2019-04-05;BOING;21:27;CINE / DORAEMON THE HERO:PIONEROS DEL ESPACIO;172.000;1.1%;
2019-04-03;BOING;03:56;NINJAGO;5.000;0.6%;
2019-04-03;BOING;07:38;DORAEMON GATO COSMICO;73.000;4.9%;
2019-04-03;BOING;08:01;DORAEMON GATO COSMICO;152.000;7.6%;
2019-04-03;BOING;14:46;DORAEMON GATO COSMICO;137.000;1.2%;
2019-04-03;BOING;15:35;LOS THUNDERMAN;133.000;1.1%;
2019-04-03;BOING;18:35;LA CASA DE LOS RETOS;71.000;0.8%;
2019-04-03;BOING;20:23;DORAEMON GATO COSMICO;161.000;1.3%;
2019-04-03;BOING;21:19;LOS THUNDERMAN;193.000;1.2%;
2019-04-03;BOING;01:23;NINJAGO;16.000;0.3%;
2019-04-03;BOING;01:46;NINJAGO;16.000;0.4%;
2019-04-04;BOING;03:35;NINJAGO;8.000;0.9%;
2019-04-04;BOING;03:57;NINJAGO;8.000;1%;
2019-04-04;BOING;07:43;DORAEMON GATO COSMICO;43.000;2.8%;
2019-04-04;BOING;08:13;DORAEMON GATO COSMICO;152.000;6.8%;
2019-04-04;BOING;15:11;DORAEMON GATO COSMICO;81.000;0.7%;
2019-04-04;BOING;15:36;LOS THUNDERMAN;92.000;0.8%;
2019-04-04;BOING;19:55;DORAEMON GATO COSMICO;112.000;1%;
2019-04-04;BOING;21:18;LOS THUNDERMAN;191.000;1.2%;
2019-04-04;BOING;01:17;NINJAGO;18.000;0.3%;
2019-04-04;BOING;01:40;NINJAGO;16.000;0.4%;
2019-04-05;BOING;08:13;DORAEMON GATO COSMICO;148.000;6.2%;
2019-04-05;BOING;15:15;DORAEMON GATO COSMICO;181.000;1.5%;
2019-04-05;BOING;15:39;LOS THUNDERMAN;154.000;1.2%;
2019-04-05;BOING;17:01;SOMOS OSOS;125.000;1.1%;
2019-04-05;BOING;18:59;LOS THUNDERMAN;84.000;0.8%;
2019-04-05;BOING;19:27;LOS THUNDERMAN;101.000;1%;
2019-04-05;BOING;19:54;DORAEMON GATO COSMICO;126.000;1.1%;
2019-04-05;BOING;20:21;DORAEMON GATO COSMICO;124.000;1%;
2019-04-05;BOING;20:49;LA CASA DE LOS RETOS;113.000;0.9%;
2019-04-05;BOING;21:27;CINE / DORAEMON THE HERO:PIONEROS DEL ESPACIO;172.000;1.1%;
2019-04-03;CANAL-24-HORAS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;CANAL-24-HORAS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;CANAL-24-HORAS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;CANAL-24-HORAS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;CANAL-24-HORAS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;CANAL-24-HORAS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;CLAN;07:35;CLUB CLAN;178.000;9.4%;
2019-04-03;CLAN;13:39;BUNSEN ES UNA BESTIA;97.000;1.4%;
2019-04-03;CLAN;15:28;GERONIMO STILTON;202.000;1.7%;
2019-04-03;CLAN;22:00;HENRY DANGER / JASPER DANGER;140.000;0.8%;
2019-04-03;CLAN;22:22;HENRY DANGER / LA ROCA DEL ESPACIO;136.000;0.7%;
2019-04-03;CLAN;22:45;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / HACER UN NUEVO AMIGO;98.000;0.6%;
2019-04-03;CLAN;23:06;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / CAMBIAR TU LOOK Y VER QUE PASA;75.000;0.4%;
2019-04-03;CLAN;23:28;ICARLY / ARTE CON CORAZON;55.000;0.4%;
2019-04-03;CLAN;00:15;CUENTAME COMO PASO / CINCO ATAQUES DE PANICO Y UNA BALADA DE HEAVY METAL;52.000;0.6%;
2019-04-03;CLAN;01:27;CUENTAME COMO PASO / QUE HACE UNA BANDA COMO TU EN UN PUEBLO COMO ESTE;65.000;1.8%;
2019-04-04;CLAN;07:36;CLUB CLAN;206.000;10.8%;
2019-04-04;CLAN;15:27;GERONIMO STILTON;221.000;1.9%;
2019-04-04;CLAN;20:57;BOB ESPONJA;360.000;2.4%;
2019-04-04;CLAN;22:01;HENRY DANGER / CUMPLEAÑERA AL AGUA;343.000;1.9%;
2019-04-04;CLAN;22:23;HENRY DANGER / DEMASIADO EN JUEGO;263.000;1.4%;
2019-04-04;CLAN;22:46;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / SER UN CIENTIFICO CHIFLADO;162.000;0.9%;
2019-04-04;CLAN;23:07;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / UNA BUSQUEDA DEL TESORO;96.000;0.6%;
2019-04-04;CLAN;23:29;ICARLY / SOY TU MAYOR FAN;46.000;0.3%;
2019-04-04;CLAN;00:15;CUENTAME COMO PASO / LA NOCHE DE TODOS;59.000;0.8%;
2019-04-04;CLAN;01:27;CUENTAME COMO PASO / MAS QUE DOS CARRETAS...;63.000;1.7%;
2019-04-05;CLAN;07:35;CLUB CLAN;179.000;8.7%;
2019-04-05;CLAN;09:24;LA PATRULLA CANINA;44.000;1.9%;
2019-04-05;CLAN;10:08;LOS VROOMIZ;36.000;1.3%;
2019-04-05;CLAN;12:28;CUATRO AMIGOS Y MEDIO;32.000;0.8%;
2019-04-05;CLAN;14:00;BOB ESPONJA;166.000;2%;
2019-04-05;CLAN;15:28;GERONIMO STILTON;234.000;1.9%;
2019-04-05;CLAN;21:20;CINE / OPERACION CACAHUETE;294.000;1.9%;
2019-04-05;CLAN;22:36;CINE / JUGUETES Y MASCOTAS;218.000;1.4%;
2019-04-05;CLAN;00:09;CINE / THE LADYBUG;91.000;1%;
2019-04-05;CLAN;01:18;CINE / 300:EL ORIGEN DE UN IMPERIO;50.000;1.1%;
2019-04-03;CLAN;07:35;CLUB CLAN;178.000;9.4%;
2019-04-03;CLAN;13:39;BUNSEN ES UNA BESTIA;97.000;1.4%;
2019-04-03;CLAN;15:28;GERONIMO STILTON;202.000;1.7%;
2019-04-03;CLAN;22:00;HENRY DANGER / JASPER DANGER;140.000;0.8%;
2019-04-03;CLAN;22:22;HENRY DANGER / LA ROCA DEL ESPACIO;136.000;0.7%;
2019-04-03;CLAN;22:45;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / HACER UN NUEVO AMIGO;98.000;0.6%;
2019-04-03;CLAN;23:06;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / CAMBIAR TU LOOK Y VER QUE PASA;75.000;0.4%;
2019-04-03;CLAN;23:28;ICARLY / ARTE CON CORAZON;55.000;0.4%;
2019-04-03;CLAN;00:15;CUENTAME COMO PASO / CINCO ATAQUES DE PANICO Y UNA BALADA DE HEAVY METAL;52.000;0.6%;
2019-04-03;CLAN;01:27;CUENTAME COMO PASO / QUE HACE UNA BANDA COMO TU EN UN PUEBLO COMO ESTE;65.000;1.8%;
2019-04-04;CLAN;07:36;CLUB CLAN;206.000;10.8%;
2019-04-04;CLAN;15:27;GERONIMO STILTON;221.000;1.9%;
2019-04-04;CLAN;20:57;BOB ESPONJA;360.000;2.4%;
2019-04-04;CLAN;22:01;HENRY DANGER / CUMPLEAÑERA AL AGUA;343.000;1.9%;
2019-04-04;CLAN;22:23;HENRY DANGER / DEMASIADO EN JUEGO;263.000;1.4%;
2019-04-04;CLAN;22:46;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / SER UN CIENTIFICO CHIFLADO;162.000;0.9%;
2019-04-04;CLAN;23:07;100 COSAS QUE HACER ANTES DE IR AL INSTITUTO / UNA BUSQUEDA DEL TESORO;96.000;0.6%;
2019-04-04;CLAN;23:29;ICARLY / SOY TU MAYOR FAN;46.000;0.3%;
2019-04-04;CLAN;00:15;CUENTAME COMO PASO / LA NOCHE DE TODOS;59.000;0.8%;
2019-04-04;CLAN;01:27;CUENTAME COMO PASO / MAS QUE DOS CARRETAS...;63.000;1.7%;
2019-04-05;CLAN;07:35;CLUB CLAN;179.000;8.7%;
2019-04-05;CLAN;09:24;LA PATRULLA CANINA;44.000;1.9%;
2019-04-05;CLAN;10:08;LOS VROOMIZ;36.000;1.3%;
2019-04-05;CLAN;12:28;CUATRO AMIGOS Y MEDIO;32.000;0.8%;
2019-04-05;CLAN;14:00;BOB ESPONJA;166.000;2%;
2019-04-05;CLAN;15:28;GERONIMO STILTON;234.000;1.9%;
2019-04-05;CLAN;21:20;CINE / OPERACION CACAHUETE;294.000;1.9%;
2019-04-05;CLAN;22:36;CINE / JUGUETES Y MASCOTAS;218.000;1.4%;
2019-04-05;CLAN;00:09;CINE / THE LADYBUG;91.000;1%;
2019-04-05;CLAN;01:18;CINE / 300:EL ORIGEN DE UN IMPERIO;50.000;1.1%;
2019-04-03;DISNEY-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;DISNEY-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;DISNEY-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;DISNEY-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;DISNEY-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;DISNEY-CHANNEL;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;DIVINITY;15:00;CAZAMARIPOSAS:PRIMERA EDICION NEXT;228.000;1.9%;
2019-04-03;DIVINITY;15:44;CAZAMARIPOSAS:PRIMERA EDICION;325.000;2.8%;
2019-04-03;DIVINITY;16:33;DIVINITY TE COMO A SERIES;333.000;3%;
2019-04-03;DIVINITY;16:33;STILETTO VENDETTA;212.000;2%;
2019-04-03;DIVINITY;18:08;STILETTO VENDETTA;259.000;2.7%;
2019-04-03;DIVINITY;18:32;SÜHAN,VENGANZA Y AMOR;351.000;3.7%;
2019-04-03;DIVINITY;19:42;SÜHAN,VENGANZA Y AMOR;372.000;3.6%;
2019-04-03;DIVINITY;20:06;KARA SEVDA(AMOR ETERNO);446.000;3.4%;
2019-04-03;DIVINITY;21:13;KARA SEVDA(AMOR ETERNO);484.000;3.1%;
2019-04-03;DIVINITY;21:49;GH DUO:DIARIO;402.000;2.3%;
2019-04-04;DIVINITY;15:00;CAZAMARIPOSAS:PRIMERA EDICION NEXT;175.000;1.5%;
2019-04-04;DIVINITY;15:44;CAZAMARIPOSAS:PRIMERA EDICION;292.000;2.5%;
2019-04-04;DIVINITY;16:33;DIVINITY TE COMO A SERIES;268.000;2.4%;
2019-04-04;DIVINITY;16:33;STILETTO VENDETTA;166.000;1.6%;
2019-04-04;DIVINITY;18:08;STILETTO VENDETTA;196.000;2.1%;
2019-04-04;DIVINITY;18:34;SÜHAN,VENGANZA Y AMOR;259.000;2.8%;
2019-04-04;DIVINITY;19:41;SÜHAN,VENGANZA Y AMOR;318.000;3%;
2019-04-04;DIVINITY;20:04;KARA SEVDA(AMOR ETERNO);379.000;2.9%;
2019-04-04;DIVINITY;21:19;KARA SEVDA(AMOR ETERNO);423.000;2.6%;
2019-04-04;DIVINITY;21:47;GH DUO:DIARIO;401.000;2.3%;
2019-04-05;DIVINITY;15:43;CAZAMARIPOSAS:PRIMERA EDICION;333.000;2.7%;
2019-04-05;DIVINITY;16:33;DIVINITY TE COMO A SERIES;319.000;2.6%;
2019-04-05;DIVINITY;16:33;STILETTO VENDETTA;206.000;1.8%;
2019-04-05;DIVINITY;18:08;STILETTO VENDETTA;283.000;2.7%;
2019-04-05;DIVINITY;18:33;SÜHAN,VENGANZA Y AMOR;299.000;2.9%;
2019-04-05;DIVINITY;19:39;SÜHAN,VENGANZA Y AMOR;322.000;3%;
2019-04-05;DIVINITY;20:02;KARA SEVDA(AMOR ETERNO);404.000;3.1%;
2019-04-05;DIVINITY;21:54;KARA SEVDA(AMOR ETERNO);429.000;2.6%;
2019-04-05;DIVINITY;22:33;GH DUO:DIARIO;218.000;1.3%;
2019-04-05;DIVINITY;23:00;SOFA,CINE Y DIVINITY / EL ENTRENADOR PERSONAL;214.000;1.6%;
2019-04-03;DIVINITY;15:00;CAZAMARIPOSAS:PRIMERA EDICION NEXT;228.000;1.9%;
2019-04-03;DIVINITY;15:44;CAZAMARIPOSAS:PRIMERA EDICION;325.000;2.8%;
2019-04-03;DIVINITY;16:33;DIVINITY TE COMO A SERIES;333.000;3%;
2019-04-03;DIVINITY;16:33;STILETTO VENDETTA;212.000;2%;
2019-04-03;DIVINITY;18:08;STILETTO VENDETTA;259.000;2.7%;
2019-04-03;DIVINITY;18:32;SÜHAN,VENGANZA Y AMOR;351.000;3.7%;
2019-04-03;DIVINITY;19:42;SÜHAN,VENGANZA Y AMOR;372.000;3.6%;
2019-04-03;DIVINITY;20:06;KARA SEVDA(AMOR ETERNO);446.000;3.4%;
2019-04-03;DIVINITY;21:13;KARA SEVDA(AMOR ETERNO);484.000;3.1%;
2019-04-03;DIVINITY;21:49;GH DUO:DIARIO;402.000;2.3%;
2019-04-04;DIVINITY;15:00;CAZAMARIPOSAS:PRIMERA EDICION NEXT;175.000;1.5%;
2019-04-04;DIVINITY;15:44;CAZAMARIPOSAS:PRIMERA EDICION;292.000;2.5%;
2019-04-04;DIVINITY;16:33;DIVINITY TE COMO A SERIES;268.000;2.4%;
2019-04-04;DIVINITY;16:33;STILETTO VENDETTA;166.000;1.6%;
2019-04-04;DIVINITY;18:08;STILETTO VENDETTA;196.000;2.1%;
2019-04-04;DIVINITY;18:34;SÜHAN,VENGANZA Y AMOR;259.000;2.8%;
2019-04-04;DIVINITY;19:41;SÜHAN,VENGANZA Y AMOR;318.000;3%;
2019-04-04;DIVINITY;20:04;KARA SEVDA(AMOR ETERNO);379.000;2.9%;
2019-04-04;DIVINITY;21:19;KARA SEVDA(AMOR ETERNO);423.000;2.6%;
2019-04-04;DIVINITY;21:47;GH DUO:DIARIO;401.000;2.3%;
2019-04-05;DIVINITY;15:43;CAZAMARIPOSAS:PRIMERA EDICION;333.000;2.7%;
2019-04-05;DIVINITY;16:33;DIVINITY TE COMO A SERIES;319.000;2.6%;
2019-04-05;DIVINITY;16:33;STILETTO VENDETTA;206.000;1.8%;
2019-04-05;DIVINITY;18:08;STILETTO VENDETTA;283.000;2.7%;
2019-04-05;DIVINITY;18:33;SÜHAN,VENGANZA Y AMOR;299.000;2.9%;
2019-04-05;DIVINITY;19:39;SÜHAN,VENGANZA Y AMOR;322.000;3%;
2019-04-05;DIVINITY;20:02;KARA SEVDA(AMOR ETERNO);404.000;3.1%;
2019-04-05;DIVINITY;21:54;KARA SEVDA(AMOR ETERNO);429.000;2.6%;
2019-04-05;DIVINITY;22:33;GH DUO:DIARIO;218.000;1.3%;
2019-04-05;DIVINITY;23:00;SOFA,CINE Y DIVINITY / EL ENTRENADOR PERSONAL;214.000;1.6%;
2019-04-03;DKISS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;DKISS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;DKISS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;DKISS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-04;DKISS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-05;DKISS;No disponemos de datos de audiencias para la fecha solicitada.;
2019-04-03;DISCOVERY-MAX;15:49;EN MITAD DE LA NADA;172.000;1.5%;
2019-04-03;DISCOVERY-MAX;16:47;EN MITAD DE LA NADA;175.000;1.7%;
2019-04-03;DISCOVERY-MAX;17:45;CAMIONEROS DE AUSTRALIA;160.000;1.7%;
2019-04-03;DISCOVERY-MAX;20:33;FAST N'LOUD;122.000;0.9%;
2019-04-03;DISCOVERY-MAX;21:37;¿COMO LO HACEN?;221.000;1.3%;
2019-04-03;DISCOVERY-MAX;22:00;¿COMO LO HACEN?;381.000;2.1%;
2019-04-03;DISCOVERY-MAX;22:30;LA HISTORIA DEL MUNDO EN 2 HORAS;238.000;1.5%;
2019-04-03;DISCOVERY-MAX;00:23;EL UNIVERSO:MISTERIOS ANCESTRALES;201.000;2.4%;
2019-04-03;DISCOVERY-MAX;01:23;EL UNIVERSO:MISTERIOS ANCESTRALES;195.000;4.4%;
2019-04-03;DISCOVERY-MAX;02:05;BLACK OPS DE LA ANTIGÜEDAD;153.000;5.5%;
2019-04-04;DISCOVERY-MAX;14:53;LA FIEBRE DEL ORO;151.000;1.3%;
2019-04-04;DISCOVERY-MAX;16:49;EN MITAD DE LA NADA;148.000;1.4%;
2019-04-04;DISCOVERY-MAX;19:44;FAST N'LOUD;165.000;1.5%;
2019-04-04;DISCOVERY-MAX;20:35;FAST N'LOUD;210.000;1.5%;
2019-04-04;DISCOVERY-MAX;21:39;¿COMO LO HACEN?;245.000;1.4%;
2019-04-04;DISCOVERY-MAX;22:02;¿COMO LO HACEN?;291.000;1.6%;
2019-04-04;DISCOVERY-MAX;22:32;ALIENIGENAS / LOS ARQUITECTOS ALIENIGENAS;210.000;1.2%;
2019-04-04;DISCOVERY-MAX;23:27;ALIENIGENAS / LA MALDICION DE LOS FARAONES;234.000;1.7%;
2019-04-04;DISCOVERY-MAX;00:30;ALIENIGENAS / MAS ALLA DE ROSWELL;232.000;3.1%;
2019-04-04;DISCOVERY-MAX;01:23;ALIENIGENAS / CAZADORES DE ALIENIGENAS;175.000;4%;
2019-04-05;DISCOVERY-MAX;02:49;EVIDENCIAS INSOLITAS;115.000;7.7%;
2019-04-05;DISCOVERY-MAX;14:52;LA FIEBRE DEL ORO;182.000;1.5%;
2019-04-05;DISCOVERY-MAX;15:50;EN MITAD DE LA NADA;179.000;1.5%;
2019-04-05;DISCOVERY-MAX;16:47;EN MITAD DE LA NADA;189.000;1.7%;
2019-04-05;DISCOVERY-MAX;17:45;MEGAFACTORIAS / BOING 747;134.000;1.2%;
2019-04-05;DISCOVERY-MAX;18:43;MEGAFACTORIAS / CORONA;132.000;1.3%;
2019-04-05;DISCOVERY-MAX;19:41;MEGAFACTORIAS / LA FABRICA DEL JAGUAR XJ;129.000;1.2%;
2019-04-05;DISCOVERY-MAX;21:01;¿COMO LO HACEN?;177.000;1.3%;
2019-04-05;DISCOVERY-MAX;21:31;¿COMO LO HACEN?;203.000;1.3%;
2019-04-05;DISCOVERY-MAX;22:06;CINE / KILL BILL:VOLUME 2;306.000;2.1%;
2019-04-03;DISCOVERY-MAX;15:49;EN MITAD DE LA NADA;172.000;1.5%;
2019-04-03;DISCOVERY-MAX;16:47;EN MITAD DE LA NADA;175.000;1.7%;
2019-04-03;DISCOVERY-MAX;17:45;CAMIONEROS DE AUSTRALIA;160.000;1.7%;
2019-04-03;DISCOVERY-MAX;20:33;FAST N'LOUD;122.000;0.9%;
2019-04-03;DISCOVERY-MAX;21:37;¿COMO LO HACEN?;221.000;1.3%;
2019-04-03;DISCOVERY-MAX;22:00;¿COMO LO HACEN?;381.000;2.1%;
2019-04-03;DISCOVERY-MAX;22:30;LA HISTORIA DEL MUNDO EN 2 HORAS;238.000;1.5%;
2019-04-03;DISCOVERY-MAX;00:23;EL UNIVERSO:MISTERIOS ANCESTRALES;201.000;2.4%;
2019-04-03;DISCOVERY-MAX;01:23;EL UNIVERSO:MISTERIOS ANCESTRALES;195.000;4.4%;
2019-04-03;DISCOVERY-MAX;02:05;BLACK OPS DE LA ANTIGÜEDAD;153.000;5.5%;
2019-04-04;DISCOVERY-MAX;14:53;LA FIEBRE DEL ORO;151.000;1.3%;
2019-04-04;DISCOVERY-MAX;16:49;EN MITAD DE LA NADA;148.000;1.4%;
2019-04-04;DISCOVERY-MAX;19:44;FAST N'LOUD;165.000;1.5%;
2019-04-04;DISCOVERY-MAX;20:35;FAST N'LOUD;210.000;1.5%;
2019-04-04;DISCOVERY-MAX;21:39;¿COMO LO HACEN?;245.000;1.4%;
2019-04-04;DISCOVERY-MAX;22:02;¿COMO LO HACEN?;291.000;1.6%;
2019-04-04;DISCOVERY-MAX;22:32;ALIENIGENAS / LOS ARQUITECTOS ALIENIGENAS;210.000;1.2%;
2019-04-04;DISCOVERY-MAX;23:27;ALIENIGENAS / LA MALDICION DE LOS FARAONES;234.000;1.7%;
2019-04-04;DISCOVERY-MAX;00:30;ALIENIGENAS / MAS ALLA DE ROSWELL;232.000;3.1%;
2019-04-04;DISCOVERY-MAX;01:23;ALIENIGENAS / CAZADORES DE ALIENIGENAS;175.000;4%;
2019-04-05;DISCOVERY-MAX;02:49;EVIDENCIAS INSOLITAS;115.000;7.7%;
2019-04-05;DISCOVERY-MAX;14:52;LA FIEBRE DEL ORO;182.000;1.5%;
2019-04-05;DISCOVERY-MAX;15:50;EN MITAD DE LA NADA;179.000;1.5%;
2019-04-05;DISCOVERY-MAX;16:47;EN MITAD DE LA NADA;189.000;1.7%;
2019-04-05;DISCOVERY-MAX;17:45;MEGAFACTORIAS / BOING 747;134.000;1.2%;
2019-04-05;DISCOVERY-MAX;18:43;MEGAFACTORIAS / CORONA;132.000;1.3%;
2019-04-05;DISCOVERY-MAX;19:41;MEGAFACTORIAS / LA FABRICA DEL JAGUAR XJ;129.000;1.2%;
2019-04-05;DISCOVERY-MAX;21:01;¿COMO LO HACEN?;177.000;1.3%;
2019-04-05;DISCOVERY-MAX;21:31;¿COMO LO HACEN?;203.000;1.3%;
2019-04-05;DISCOVERY-MAX;22:06;CINE / KILL BILL:VOLUME 2;306.000;2.1%;
2019-04-03;ENERGY;14:31;C.S.I.;205.000;1.8%;
2019-04-03;ENERGY;15:10;C.S.I.;226.000;1.9%;
2019-04-03;ENERGY;16:03;C.S.I.;272.000;2.4%;
2019-04-03;ENERGY;16:59;BLUE BLOODS,FAMILIA DE POLICIAS;209.000;2%;
2019-04-03;ENERGY;18:39;BLUE BLOODS,FAMILIA DE POLICIAS;159.000;1.7%;
2019-04-03;ENERGY;20:25;DISTRITO 8;179.000;1.5%;
2019-04-03;ENERGY;21:15;BLUE BLOODS,FAMILIA DE POLICIAS;215.000;1.3%;
2019-04-03;ENERGY;22:00;BLUE BLOODS,FAMILIA DE POLICIAS;260.000;1.4%;
2019-04-03;ENERGY;22:54;NCIS:LOS ANGELES / DULCE NAVIDAD;283.000;1.7%;
2019-04-03;ENERGY;23:33;NCIS:LOS ANGELES / KULINDA;214.000;1.8%;
2019-04-04;ENERGY;15:08;C.S.I.;218.000;1.8%;
2019-04-04;ENERGY;16:02;C.S.I.;291.000;2.6%;
2019-04-04;ENERGY;16:59;BLUE BLOODS,FAMILIA DE POLICIAS / NO DESVANECERSE;216.000;2.1%;
2019-04-04;ENERGY;19:26;BLUE BLOODS,FAMILIA DE POLICIAS;192.000;1.9%;
2019-04-04;ENERGY;20:14;DISTRITO 8;244.000;2%;
2019-04-04;ENERGY;21:06;C.S.I.NUEVA YORK / EL FRUTO PROHIBIDO;281.000;1.7%;
2019-04-04;ENERGY;22:02;C.S.I.NUEVA YORK / AYUDA;308.000;1.6%;
2019-04-04;ENERGY;22:54;C.S.I.NUEVA YORK;306.000;1.8%;
2019-04-04;ENERGY;23:41;C.S.I.NUEVA YORK;268.000;2.3%;
2019-04-04;ENERGY;00:42;C.S.I.NUEVA YORK;231.000;3.4%;
2019-04-05;ENERGY;15:11;C.S.I.;328.000;2.6%;
2019-04-05;ENERGY;16:03;C.S.I.;398.000;3.3%;
2019-04-05;ENERGY;16:58;BLUE BLOODS,FAMILIA DE POLICIAS / DELATORES;280.000;2.5%;
2019-04-05;ENERGY;20:03;DISTRITO 8;338.000;2.9%;
2019-04-05;ENERGY;20:58;C.S.I.MIAMI / VENGANZA;261.000;1.8%;
2019-04-05;ENERGY;21:53;C.S.I.MIAMI;407.000;2.5%;
2019-04-05;ENERGY;22:40;C.S.I.MIAMI / 10-7;384.000;2.4%;
2019-04-05;ENERGY;23:35;C.S.I.MIAMI;428.000;3.4%;
2019-04-05;ENERGY;00:29;C.S.I.MIAMI;458.000;5.8%;
2019-04-05;ENERGY;01:17;C.S.I.MIAMI / PRESA;305.000;6.3%;
2019-04-03;ENERGY;14:31;C.S.I.;205.000;1.8%;
2019-04-03;ENERGY;15:10;C.S.I.;226.000;1.9%;
2019-04-03;ENERGY;16:03;C.S.I.;272.000;2.4%;
2019-04-03;ENERGY;16:59;BLUE BLOODS,FAMILIA DE POLICIAS;209.000;2%;
2019-04-03;ENERGY;18:39;BLUE BLOODS,FAMILIA DE POLICIAS;159.000;1.7%;
2019-04-03;ENERGY;20:25;DISTRITO 8;179.000;1.5%;
2019-04-03;ENERGY;21:15;BLUE BLOODS,FAMILIA DE POLICIAS;215.000;1.3%;
2019-04-03;ENERGY;22:00;BLUE BLOODS,FAMILIA DE POLICIAS;260.000;1.4%;
2019-04-03;ENERGY;22:54;NCIS:LOS ANGELES / DULCE NAVIDAD;283.000;1.7%;
2019-04-03;ENERGY;23:33;NCIS:LOS ANGELES / KULINDA;214.000;1.8%;
2019-04-04;ENERGY;15:08;C.S.I.;218.000;1.8%;
2019-04-04;ENERGY;16:02;C.S.I.;291.000;2.6%;
2019-04-04;ENERGY;16:59;BLUE BLOODS,FAMILIA DE POLICIAS / NO DESVANECERSE;216.000;2.1%;
2019-04-04;ENERGY;19:26;BLUE BLOODS,FAMILIA DE POLICIAS;192.000;1.9%;
2019-04-04;ENERGY;20:14;DISTRITO 8;244.000;2%;
2019-04-04;ENERGY;21:06;C.S.I.NUEVA YORK / EL FRUTO PROHIBIDO;281.000;1.7%;
2019-04-04;ENERGY;22:02;C.S.I.NUEVA YORK / AYUDA;308.000;1.6%;
2019-04-04;ENERGY;22:54;C.S.I.NUEVA YORK;306.000;1.8%;
2019-04-04;ENERGY;23:41;C.S.I.NUEVA YORK;268.000;2.3%;
2019-04-04;ENERGY;00:42;C.S.I.NUEVA YORK;231.000;3.4%;
2019-04-05;ENERGY;15:11;C.S.I.;328.000;2.6%;
2019-04-05;ENERGY;16:03;C.S.I.;398.000;3.3%;
2019-04-05;ENERGY;16:58;BLUE BLOODS,FAMILIA DE POLICIAS / DELATORES;280.000;2.5%;
